,PRE98sc
ENSG00000261569,0.0
AGK-DT,0.0
ENSG00000261573,0.0
ENSG00000261582,0.0
ENSG00000261583,0.0
ENSG00000261584,0.013681725
ENSG00000261586,0.0
TMEM249,0.0
ENSG00000261592,0.0
TPBGL,0.0
PPM1J-DT,0.0
ENSG00000261600,0.0
ENSG00000261602,0.0
PRSS46P,0.0
ENSG00000261604,0.0
ENSG00000261610,0.0
ENSG00000261611,0.0
ENSG00000261613,0.0074810362
LINC01858,0.0
TTC23-AS1,0.0
LINC02177,0.0
LINC02605,0.0
LINC02179,0.0
ENSG00000261627,0.0
ENSG00000261629,0.0
ENSG00000261630,0.0
ENSG00000261632,0.0
ENSG00000261633,0.0
PAQR5-DT,0.025147637
LINC02191,0.0
LINC02127,0.0
ENSG00000261638,0.0
ENSG00000261641,0.0
ENSG00000261642,0.0
CYLD-AS1,0.0
ENSG00000261646,0.0
ENSG00000261648,0.0
GOLGA6L7,0.0015933219
ENSG00000261651,0.0
PIERCE2,0.043452006
ENSG00000261653,0.0
BEAN1-AS1,0.0
ECI1-AS1,0.0
TTC39A-AS1,0.0
LY6L,0.0079984525
ENSG00000261668,0.0026450113
ENSG00000261670,0.0
ENSG00000261671,0.0
ENSG00000261673,0.0
SCRT1,0.0
ENSG00000261682,0.0
LINC00838,0.0
ENSG00000261684,0.002201561
ENSG00000261687,0.0
ENSG00000261691,0.0
ENSG00000261693,0.0
ENSG00000261695,0.0
ENSG00000261696,0.0
LINC02168,0.0
IGHV1OR16-1,0.0
LINC00165,0.0
ENSG00000261707,0.0
ENSG00000261710,0.0
LINC01477,0.0
ENSG00000261717,0.0
ENSG00000261722,0.0
ENSG00000261723,0.0
ENSG00000261728,0.0
GS1-204I12.4,0.0045135417
FOXF2-DT,0.0
ENSG00000261731,0.0
ENSG00000261734,0.0033716327
MIR3976HG,0.0
GOLGA8S,0.0
LINC00922,0.0
ENSG00000261743,0.0
ZFPM1-AS1,0.0
LINC02180,0.0
ENSG00000261751,0.0
ENSG00000261754,0.0
STAG1-DT,0.0
ENSG00000261760,0.0
ENSG00000261762,0.0
ENSG00000261763,0.0
ENSG00000261766,0.0
ENSG00000261779,0.0
LINC01654,0.0
ENSG00000261786,0.0027380136
TCF24,0.0049437163
ENSG00000261789,0.0
ENSG00000261790,0.0
ENSG00000261793,0.0
GOLGA8H,0.0
ENSG00000261795,0.0040474213
ISY1-RAB43,0.0
ENSG00000261798,0.0
ENSG00000261800,0.0
LOXL1-AS1,0.021614421
LINC02140,0.0
ENSG00000261804,0.0013187504
LINC02141,0.0
ENSG00000261810,0.0
LINC02164,0.0
ENSG00000261815,0.0
ENSG00000261816,0.0
ENSG00000261817,0.0
ENSG00000261818,0.0019497972
ENSG00000261821,0.0
ENSG00000261822,0.003223278
ENSG00000261823,0.0
ENSG00000261826,0.0
ENSG00000261831,0.0
ENSG00000261832,0.0012234933
IGHV3OR16-15,0.0
ENSG00000261838,0.0
ENSG00000261839,0.0
ENSG00000261842,0.0
ENSG00000261848,0.0
LINC02186,0.0
MIA,0.0
LINC01996,0.0025195323
ENSG00000261872,0.0
SMIM36,0.0
ZNF594-DT,0.006211253
ENSG00000261884,0.0051431465
GOSR2-DT,0.0
ENSG00000261888,0.02295828
ENSG00000261889,0.005669249
ENSG00000261898,0.0
ENSG00000261915,0.0
ENSG00000261924,0.0
PCDHGA9,0.0
ENSG00000261938,0.0
GFY,0.0
ENSG00000261959,0.0
ENSG00000261976,0.0
ENSG00000261978,0.002882958
ENSG00000261996,0.0
DLGAP1-AS2,0.0047698366
ENSG00000262003,0.0
ENSG00000262006,0.0
ENSG00000262011,0.0
ENSG00000262020,0.0033035795
ENSG00000262050,0.009672549
ENSG00000262052,0.0
DKFZP434A062,0.0
ENSG00000262079,0.0
ENSG00000262094,0.0
ENSG00000262098,0.0
DHX33-DT,0.0
ENSG00000262112,0.0
ENSG00000262115,0.0
ENSG00000262116,0.0
BCAR4,0.0
ENSG00000262133,0.0
NQO1-DT,0.0019646187
ENSG00000262147,0.0
ENSG00000262151,0.0
LINC02175,0.0
ENSG00000262160,0.049062364
C17orf114,0.017308708
ENSG00000262171,0.0
MYMX,0.003712975
LINC01978,0.0
ENSG00000262198,0.0
PCDHGB3,0.0
ENSG00000262211,0.0037204183
ENSG00000262213,0.0
LINC03048,0.0
ENSG00000262228,0.0
ENSG00000262267,0.0
RPH3AL-AS2,0.016452137
ENSG00000262296,0.0
ENSG00000262298,0.0
ENSG00000262302,0.0
ENSG00000262304,0.0
ENSG00000262312,0.0
ENSG00000262313,0.0
ENSG00000262319,0.0
ENSG00000262332,0.0019143
ENSG00000262339,0.0
ENSG00000262343,0.0
LINC02564,0.0
ENSG00000262358,0.0
ENSG00000262372,0.0026708613
ENSG00000262412,0.0
ENSG00000262413,0.0022353192
ENSG00000262429,0.008469021
ENSG00000262434,0.0
ENSG00000262445,0.0
MIR193BHG,0.005832117
ENSG00000262456,0.0
LINC01569,0.011164056
TMEM256-PLSCR3,0.0
ENSG00000262482,0.0
CCER2,0.0022963514
ENSG00000262521,0.0
ENSG00000262526,0.0
ENSG00000262528,0.0022383153
ENSG00000262529,0.0
ENSG00000262533,0.0
SMIM28,0.0
ENSG00000262560,0.0
PCDHGA4,0.0
ENSG00000262580,0.015954448
LINC01979,0.0
LINC00621,0.0038227427
ENSG00000262624,0.0
OR1D5,0.0
ENSG00000262633,0.0
ENSG00000262660,0.0
ENSG00000262662,0.0
ENSG00000262663,0.0
OVCA2,0.0
CAMTA2-AS1,0.0
ENSG00000262681,0.0
GLIS2-AS1,0.057657566
ENSG00000262692,0.0
ZFP3-DT,0.0
ENSG00000262703,0.0
ENSG00000262714,0.0069165113
ARHGAP11A-DT,0.0032992945
ENSG00000262730,0.0
ENSG00000262732,0.0
ENSG00000262768,0.0
ENSG00000262769,0.0
LINC01977,0.0
ENSG00000262777,0.0
ENSG00000262786,0.0
ENSG00000262791,0.0
ENSG00000262801,0.002196722
ENSG00000262810,0.0
ENSG00000262815,0.0
ENSG00000262823,0.0
ENSG00000262831,0.0
ENSG00000262833,0.0
ENSG00000262837,0.0
ENSG00000262848,0.0
ENSG00000262873,0.0027001742
C19orf84,0.0
ENSG00000262881,0.0
ENSG00000262884,0.0
ENSG00000262898,0.0
ENSG00000262899,0.0
CTNS-AS1,0.0
ENSG00000262905,0.0
ENSG00000262920,0.08978687
ENSG00000262921,0.0
ENSG00000262950,0.0
ENSG00000262966,0.0
ENSG00000262983,0.0
ENSG00000262995,0.028650789
ENSG00000262999,0.0
AKAP1-DT,0.026320577
ENSG00000263015,0.0
ENSG00000263020,0.0
ENSG00000263033,0.005920062
ENSG00000263041,0.0
DPH1-AS1,0.0
ENSG00000263051,0.0
ENSG00000263063,0.0
ENSG00000263065,0.0
ZNF213-AS1,0.033185013
ENSG00000263080,0.0
ENSG00000263096,0.0
ENSG00000263098,0.0
ENSG00000263105,0.002597817
ENSG00000263110,0.0
ENSG00000263126,0.0
LINC01896,0.09952847
ENSG00000263154,0.0
MYZAP,0.020304648
ENSG00000263159,0.0
ENSG00000263164,0.0
ENSG00000263165,0.0
ENSG00000263167,0.0
ENSG00000263171,0.0
ENSG00000263176,0.0
DPEP2NB,0.0
ENSG00000263207,0.0
ENSG00000263218,0.0
ENSG00000263220,0.0
ENSG00000263234,0.0
ENSG00000263237,0.0
ENSG00000263253,0.0
LINC03107,0.0
ENSG00000263271,0.0
ENSG00000263279,0.0
ENSG00000263280,0.0
EFCAB13-DT,0.0
ENSG00000263300,0.0
ENSG00000263301,0.0
ENSG00000263305,0.0
RSL1D1-DT,0.0
LINC01975,0.0016540474
LINC01982,0.0
ENSG00000263321,0.0
ENSG00000263325,0.0
TAPT1-AS1,0.0070292405
ENSG00000263335,0.0045786086
ENSG00000263342,0.0
SGSM2-AS1,0.0
PPIAL4A,0.0
ENSG00000263370,0.0
ENSG00000263382,0.0
GTSCR1,0.0
ENSG00000263424,0.0
ENSG00000263427,0.0
TMEM238L,0.0
ENSG00000263435,0.0
LINC01919,0.0
ENSG00000263450,0.0
PPIAL4C,0.0
ENSG00000263466,0.0
ENSG00000263477,0.0
ENSG00000263489,0.0
ENSG00000263494,0.0
ENSG00000263499,0.0
ENSG00000263501,0.0
FAM72C,0.0
LINC02563,0.0
IKBKE,0.0041057263
ENSG00000263531,0.0
ENSG00000263551,0.0
ENSG00000263567,0.0
ENSG00000263571,0.0
PYCR1-AS1,0.0
HID1-AS1,0.0
ENSG00000263594,0.0
ENSG00000263603,0.0
LINC02002,0.0
ENSG00000263611,0.0
ENSG00000263612,0.0
ENSG00000263613,0.0
ENSG00000263618,0.0
ENSG00000263620,0.0
ENSG00000263622,0.0
ENSG00000263624,0.0
PPP4R1-AS1,0.0
ENSG00000263635,0.0
ENSG00000263637,0.0
MSMB,0.0
ENSG00000263644,0.0
ENSG00000263655,0.0
ENSG00000263657,0.0
LINC03066,0.0
ENSG00000263674,0.0
ENSG00000263680,0.0
ENSG00000263683,0.0
ENSG00000263684,0.0
ENSG00000263707,0.0
ENSG00000263708,0.0
ENSG00000263709,0.0
LINC02210-CRHR1,0.0
SEPTIN9-DT,0.0032883033
DLGAP1-AS3,0.0
ENSG00000263745,0.0
ENSG00000263756,0.0
GDF2,0.0
ENSG00000263765,0.0
KPNB1-DT,0.003387174
SKAP1-AS1,0.0
ENSG00000263797,0.0
ENSG00000263809,0.0
ENSG00000263821,0.0
ENSG00000263823,0.003106083
ENSG00000263826,0.0018146524
ENSG00000263847,0.0
ENSG00000263859,0.0
ENSG00000263860,0.0
LINC01543,0.0
ENSG00000263863,0.0
DLGAP1-AS4,0.0
THOC1-DT,0.0
ENSG00000263893,0.0
ENSG00000263923,0.0
ENSG00000263924,0.0
ENSG00000263952,0.0
NETO1-DT,0.0
ENSG00000263970,0.0
ENSG00000263982,0.0
ENSG00000263986,0.0031513255
ENSG00000263990,0.0
ENSG00000264000,0.0
ENSG00000264012,0.0
ENSG00000264015,0.0
ENSG00000264016,0.0
ENSG00000264019,0.005615551
ENSG00000264023,0.0
LINC02003,0.0
ABHD15-AS1,0.0
ENSG00000264044,0.0
ENSG00000264058,0.0
ENSG00000264066,0.0
ENSG00000264083,0.0
ENSG00000264108,0.0
ENSG00000264116,0.0
ENSG00000264125,0.0
ENSG00000264131,0.0
ENSG00000264149,0.0
ENSG00000264151,0.0
ENSG00000264174,0.0
ENSG00000264177,0.0
ENSG00000264187,0.0
ENSG00000264196,0.0
ENSG00000264207,0.020610023
ENSG00000264215,0.0
ANXA8L1,0.0
LINC01916,0.0
MYL12-AS1,0.0061820894
ENSG00000264243,0.0
ENSG00000264254,0.0
LINC01893,0.0
ENSG00000264262,0.0
LINC01925,0.0
DYM-AS1,0.0017065556
SAP30BP-AS1,0.0
ENSG00000264272,0.0
ENSG00000264273,0.0
ZNF236-DT,0.0066173333
LINC01444,0.0
ENSG00000264304,0.0
ENSG00000264324,0.0
ENSG00000264339,0.0
ENSG00000264340,0.0
LINC01894,0.0
ENSG00000264365,0.0
LINC02675,0.016854258
ENSG00000264422,0.0
MYH4,0.0
ENSG00000264434,0.0
MIR378D2HG,0.0
ENSG00000264449,0.0
ENSG00000264451,0.0
ENSG00000264458,0.0
LINC02837,0.0
ENSG00000264472,0.0
ENSG00000264475,0.0
ENSG00000264486,0.0
ENSG00000264488,0.0
ENSG00000264490,0.0
ENSG00000264491,0.0
ENSG00000264513,0.0
ENSG00000264514,0.0
ENSG00000264520,0.0
ENSG00000264545,0.0
ENSG00000264548,0.0021600202
ENSG00000264558,0.0
DCXR-DT,0.0053886375
LINC00526,0.015500639
ENSG00000264577,0.0027853488
ENSG00000264578,0.0
ENSG00000264587,0.0
MAPT-AS1,0.0
ENSG00000264595,0.0
ENSG00000264622,0.0
PRKCA-AS1,0.0
ENSG00000264634,0.0
ENSG00000264643,0.0
ENSG00000264647,0.0
ENSG00000264659,0.0
ENSG00000264666,0.0
ENSG00000264668,0.0
SEPTIN4-AS1,0.0033987304
ENSG00000264673,0.0
ENSG00000264693,0.0
ENSG00000264695,0.0
LINC01912,0.0
ENSG00000264701,0.0
ENSG00000264705,0.0
NPY4R2,0.0
ENSG00000264727,0.0
ENSG00000264729,0.0
ENSG00000264734,0.0
ENSG00000264735,0.0
ENSG00000264739,0.0
TTC39C-AS1,0.023069838
ENSG00000264750,0.0
ENSG00000264765,0.0
MAFG-AS1,0.0
ENSG00000264785,0.0
ENSG00000264791,0.0
ENSG00000264808,0.0
ENSG00000264813,0.0
ENSG00000264825,0.0
ENSG00000264829,0.0
ENSG00000264843,0.0
DSG2-AS1,0.0
ENSG00000264869,0.0
ENSG00000264876,0.0
ENSG00000264880,0.0
ENSG00000264914,0.0
ENSG00000264924,0.0
ENSG00000264932,0.0
PRR29-AS1,0.0
ENSG00000264956,0.0
TWSG1-DT,0.0
ENSG00000264968,0.006660582
ENSG00000264982,0.0
ENSG00000264985,0.0
ENSG00000264990,0.0
MARCHF10-DT,0.0
ENSG00000265008,0.0015762482
ENSG00000265043,0.0
ENSG00000265046,0.0
ENSG00000265055,0.0012556596
ENSG00000265069,0.0
ENSG00000265073,0.0
C1QTNF1-AS1,0.0032001224
ENSG00000265100,0.0
ENSG00000265101,0.0
ENSG00000265115,0.0
ENSG00000265118,0.0
ENSG00000265121,0.0
ENSG00000265125,0.0
ENSG00000265126,0.0
ENSG00000265128,0.0
ENSG00000265139,0.0
MIR133A1HG,0.0
CDRT8,0.0
ALDOC-AS1,0.0
ANXA8,0.0
ENSG00000265194,0.0
RBP3,0.0
ENSG00000265204,0.0
ENSG00000265205,0.0
ENSG00000265217,0.0
ENSG00000265218,0.002231827
IGLJCOR18,0.0
ENSG00000265246,0.0
ENSG00000265254,0.0055948286
ENSG00000265265,0.0
ENSG00000265282,0.0
ENSG00000265289,0.0
ENSG00000265303,0.0
LINC01476,0.0
ENSG00000265316,0.0
ENSG00000265334,0.0
ENSG00000265342,0.0
ENSG00000265349,0.0
LINC01899,0.0
ENSG00000265359,0.0
PCAT18,0.017283877
LINC01908,0.0
ENSG00000265378,0.0
ENSG00000265380,0.0
ENSG00000265393,0.0
ENSG00000265394,0.0
ENSG00000265399,0.0
ENSG00000265400,0.0
ENSG00000265401,0.0
PRR11-AS1,0.0
ENSG00000265425,0.0
ENSG00000265443,0.0
ENSG00000265445,0.0
CLASP1-AS1,0.0
NARF-AS2,0.0034523096
ENSG00000265474,0.0
ENSG00000265478,0.002242366
ENSG00000265484,0.0
LINC01915,0.0
ENSG00000265487,0.0
ARHGAP44-AS1,0.0
ENSG00000265490,0.0
ENSG00000265494,0.0
ENSG00000265496,0.0
ENSG00000265511,0.0
LINC01892,0.0
ENSG00000265519,0.0
DSEL-AS1,0.0
ENSG00000265542,0.0
ENSG00000265547,0.0
ENSG00000265552,0.0
ENSG00000265554,0.0
LINC01903,0.0
CFAP298-TCP10L,0.0
ENSG00000265618,0.0
ENSG00000265643,0.0
ENSG00000265644,0.0
ENSG00000265656,0.0
ENSG00000265664,0.0
ENSG00000265670,0.0
ENSG00000265678,0.0
MILIP,0.0051139616
ENSG00000265689,0.0
ENSG00000265690,0.0
LINC01970,0.004241487
ENSG00000265697,0.0
ENSG00000265702,0.0018901417
ENSG00000265728,0.0
ENSG00000265737,0.0
ENSG00000265739,0.0
LINC02978,0.0
ENSG00000265749,0.0
ENSG00000265750,0.004078242
ENSG00000265751,0.0
LINC02958,0.0
LINC01900,0.0
ZNF488,0.0088237785
CXADRP3,0.0
ZNF516-AS1,0.0045001116
ENSG00000265781,0.0
ENSG00000265784,0.0
LINC01906,0.0
CYP4F35P,0.0019395103
NOS2P1,0.0
ENSG00000265799,0.0
FSBP,0.0044386988
EEF1E1-BLOC1S5,0.0
ENSG00000265840,0.0
LINC01029,0.0
ENSG00000265844,0.0
ENSG00000265845,0.0
DSCAS,0.0
ENSG00000265907,0.0014930442
ENSG00000265908,0.0
ENSG00000265912,0.0
ENSG00000265927,0.0
LINC00668,0.006479897
ENSG00000265935,0.0
LINC01387,0.0
GACAT2,0.0018882614
ENSG00000265967,0.0
ENSG00000265971,0.0
ENSG00000265980,0.0
GREB1L-DT,0.0
ENSG00000265987,0.0
ENSG00000265994,0.0
ENSG00000265995,0.0
GATA6-AS1,0.008771128
LINC02079,0.0
ENSG00000266014,0.0
SLC9A3R1-AS1,0.0
ENSG00000266049,0.0
NDUFV2-AS1,0.012631008
ENSG00000266065,0.0
ENSG00000266076,0.0
ENSG00000266086,0.009529864
ENSG00000266088,0.0
ENSG00000266100,0.0
ENSG00000266101,0.0
ENSG00000266102,0.0
ENSG00000266106,0.0
ENSG00000266111,0.0
ENSG00000266114,0.0
ENSG00000266120,0.0
ENSG00000266149,0.0
ENSG00000266153,0.0
ENSG00000266171,0.0
ENSG00000266196,0.0
ENSG00000266202,0.0
GJD3-AS1,0.0
ENSG00000266213,0.0
LINC00683,0.0
LINC01909,0.0
ENSG00000266261,0.0
KLF14,0.0
ENSG00000266268,0.0
ENSG00000266273,0.0
LINC01910,0.0
ENSG00000266279,0.0
ENSG00000266283,0.0
LINC02974,0.0
LINC02933,0.0
DYNLL2-DT,0.0
LIVAR,0.0
ENSG00000266311,0.0
LINC01927,0.0
ENSG00000266313,0.0
ENSG00000266335,0.0
ENSG00000266340,0.0031054718
ENSG00000266341,0.0
LINC02074,0.0
ENSG00000266368,0.0
ENSG00000266369,0.0
PIK3R5-DT,0.0
ENSG00000266397,0.0
ENSG00000266401,0.0
ARHGAP28-AS1,0.005596313
NARF-AS1,0.0
ENSG00000266456,0.001778835
ENSG00000266460,0.0
ENSG00000266466,0.0
ENSG00000266469,0.0036662964
ENSG00000266489,0.0
ENSG00000266495,0.0
ENSG00000266498,0.0
ENSG00000266505,0.0
ENSG00000266521,0.0
GDF10,0.0
ENSG00000266527,0.002726002
ENSG00000266535,0.0
ENSG00000266541,0.0
LINC01443,0.0
ENSG00000266573,0.0
ENSG00000266578,0.0
ENSG00000266579,0.0
ENSG00000266586,0.0
ENSG00000266598,0.0
ENSG00000266602,0.0
LINC01887,0.0
ENSG00000266642,0.0
ENSG00000266644,0.0
ENSG00000266651,0.0
ENSG00000266654,0.0
ENSG00000266667,0.0
ENSG00000266677,0.0
ENSG00000266680,0.012411923
ENSG00000266696,0.0
ENSG00000266708,0.0
ENSG00000266709,0.0
ENSG00000266711,0.0
MYO15B,0.0757317
ENSG00000266717,0.0
ENSG00000266718,0.0
ENSG00000266728,0.0
DSG1-AS1,0.0
TBC1D29P,0.0
ENSG00000266743,0.0
ENSG00000266744,0.0
ENSG00000266765,0.0
ENSG00000266767,0.0
ENSG00000266774,0.0
ENSG00000266775,0.0
ENSG00000266821,0.0
ENSG00000266824,0.0
IGBP1C,0.0
ENSG00000266830,0.0
ENSG00000266840,0.0
ENSG00000266844,0.0
ENSG00000266846,0.0
ENSG00000266850,0.0
ENSG00000266869,0.0
ENSG00000266872,0.0
ENSG00000266877,0.0
ENSG00000266897,0.0
ENSG00000266901,0.0
CEACAM16-AS1,0.12669738
LINC00663,0.024894038
ENSG00000266905,0.0
LINC01841,0.0
ENSG00000266918,0.0
ZNF230-DT,0.005431377
ENSG00000266923,0.0
ENSG00000266924,0.0
ENSG00000266925,0.0
ENSG00000266928,0.0
MADCAM1-AS1,0.0
ENSG00000266936,0.0
ENSG00000266941,0.0
ENSG00000266947,0.00560023
ENSG00000266950,0.0
ENSG00000266951,0.0
LINC01538,0.0
ENSG00000266953,0.0
LDLRAD4-AS2,0.0
ENSG00000266955,0.003663884
ENSG00000266957,0.0
ENSG00000266961,0.0
ENSG00000266963,0.0
CEP192-DT,0.0
SOCS3-DT,0.0009983275
ENSG00000266973,0.0
FARSA-AS1,0.0
ENSG00000266976,0.0
ENSG00000266977,0.0
LIMASI,0.0066914693
LINC01180,0.0
ENSG00000266980,0.0
RANBP3-DT,0.0030770116
ENSG00000266985,0.0
ENSG00000266987,0.0
ENSG00000266990,0.0
ENSG00000266993,0.0
ENSG00000266997,0.0
ENSG00000266998,0.01222003
ENSG00000267000,0.0
ENSG00000267001,0.0
ENSG00000267004,0.0
ENSG00000267006,0.0
ENSG00000267007,0.0
ENSG00000267011,0.0026629055
LINC01929,0.0
LINC01532,0.0023910434
ENSG00000267015,0.0
ENSG00000267016,0.0
ENSG00000267022,0.0
ENSG00000267024,0.001193652
ENSG00000267026,0.0
ENSG00000267027,0.0
TCF4-AS1,0.0
ENSG00000267030,0.0
ENSG00000267033,0.0
ENSG00000267035,0.0
ENSG00000267038,0.0
ENSG00000267039,0.0
ENSG00000267044,0.0
ENSG00000267049,0.0
ENSG00000267051,0.0
CTB-30L5.1,0.0027921563
ENSG00000267053,0.0019879553
ENSG00000267055,0.0
LINC01905,0.0
ENSG00000267058,0.0043203346
ENSG00000267059,0.0
ENSG00000267061,0.0
ENSG00000267062,0.0026035912
ENSG00000267063,0.0
UXT-AS1,0.0
LINC02080,0.0
ENSG00000267069,0.0
ENSG00000267072,0.0
ENSG00000267073,0.0
ENSG00000267075,0.0
ENSG00000267077,0.0
ENSG00000267078,0.0
ENSG00000267079,0.0
DOCK6-AS1,0.0
ENSG00000267089,0.0
ENSG00000267090,0.0
ENSG00000267092,0.0019468863
ENSG00000267095,0.0
SLC14A2-AS1,0.007240917
ENSG00000267098,0.0
ENSG00000267101,0.0
TBC1D3P1-DHX40P1,0.0
ENSG00000267108,0.0
ENSG00000267109,0.0
ENSG00000267110,0.0
ENSG00000267112,0.0
ENSG00000267114,0.0
ENSG00000267117,0.0
ENSG00000267120,0.0
ENSG00000267122,0.0
SCAT1,0.0
ENSG00000267124,0.0
ENSG00000267125,0.0
ENSG00000267127,0.0020926427
RNF157-AS1,0.002452507
ENSG00000267130,0.0
ENSG00000267133,0.0
LINC01924,0.0
ENSG00000267136,0.0
ENSG00000267137,0.0
ENSG00000267139,0.0
ENSG00000267140,0.0
ENSG00000267141,0.0
ENSG00000267143,0.0
ZNF222-DT,0.0
ENSG00000267146,0.0
LINC01842,0.0
ENSG00000267150,0.0
MIR2117HG,0.0
ENSG00000267152,0.01888319
ENSG00000267157,0.0
ENSG00000267159,0.0
ENSG00000267160,0.0
CHMP1B-AS1,0.0
ENSG00000267168,0.0
ENSG00000267172,0.0
ENSG00000267173,0.0
ENSG00000267175,0.0090124
ENSG00000267177,0.0
ENSG00000267179,0.0
ZNF45-AS1,0.0
ENSG00000267192,0.0
ENSG00000267193,0.0
ENSG00000267199,0.0
LINC01775,0.0
ENSG00000267202,0.0
LINC01782,0.0
ENSG00000267205,0.0
BCAS3-AS1,0.0027965459
LINC01897,0.0
ENSG00000267211,0.0
ENSG00000267212,0.0
DPY19L3-DT,0.0024650781
ENSG00000267214,0.0
ENSG00000267215,0.0
ZNF8-ERVK3-1,0.0024997636
ENSG00000267219,0.0
C17orf113,0.016193751
ENSG00000267223,0.0
ENSG00000267224,0.0
MALT1-AS1,0.001982332
ENSG00000267228,0.0
ENSG00000267231,0.0
ENSG00000267232,0.0
ENSG00000267234,0.0
ENSG00000267238,0.0
ENSG00000267239,0.0
ENSG00000267240,0.0
ENSG00000267247,0.0
ENSG00000267250,0.0
ENSG00000267251,0.0
LINC01255,0.0
ENSG00000267255,0.0
ENSG00000267257,0.0
ERVE-1,0.016471671
ENSG00000267260,0.005320052
ENSG00000267261,0.0
ENSG00000267262,0.0
GP6-AS1,0.0
ENSG00000267269,0.0
PARD6G-AS1,0.023485241
LINC01140,0.0
ENSG00000267273,0.0
ENSG00000267277,0.0048496537
MAP3K14-AS1,0.0
ATF7-NPFF,0.0055210833
ENSG00000267282,0.001526424
ENSG00000267284,0.0
ENSG00000267286,0.0
ENSG00000267288,0.0043892087
PIN1-DT,0.0
MAP4K1-AS1,0.0
CEBPA-DT,0.0
ENSG00000267299,0.0
RNFT1-DT,0.02498525
ENSG00000267303,0.0
ENSG00000267304,0.0
UCA1-AS1,0.0
ZNF566-AS1,0.005341141
ENSG00000267311,0.0
KC6,0.0
ENSG00000267314,0.0
ENSG00000267317,0.013642469
ENSG00000267318,0.0
ENSG00000267320,0.0
LINC01415,0.0
ENSG00000267328,0.0
KIF18B-DT,0.0
ENSG00000267335,0.0
LINC01478,0.0
ENSG00000267338,0.00091990683
LINC00906,0.0
ENSG00000267341,0.0
ENSG00000267342,0.0
ENSG00000267344,0.0
ENSG00000267345,0.0040341457
GEMIN7-AS1,0.003754247
ENSG00000267349,0.0
ENSG00000267353,0.0
ENSG00000267356,0.0
ENSG00000267359,0.0
ENSG00000267360,0.0
ENSG00000267363,0.0
KCNJ2-AS1,0.004508239
ENSG00000267366,0.0
UPK3BL1,0.004283921
ENSG00000267372,0.0
ENSG00000267373,0.0
MIR924HG,0.0
ENSG00000267375,0.0
ENSG00000267378,0.0
ENSG00000267379,0.0
ENSG00000267385,0.0035849046
ENSG00000267387,0.0
KDSR-DT,0.05366695
MIR122HG,0.0
ENSG00000267393,0.0
ATXN7L3-AS1,0.0
DM1-AS,0.0077519105
ENSG00000267396,0.0
ENSG00000267397,0.0
ENSG00000267401,0.0
TCF4-AS2,0.0
ENSG00000267405,0.003090119
LINC02841,0.0
ENSG00000267409,0.0
LINC01901,0.0
SETBP1-DT,0.012107285
HEATR6-DT,0.0013944135
ENSG00000267417,0.0
ZFP28-DT,0.02096457
ENSG00000267423,0.0
ENSG00000267424,0.0
LINC01928,0.0
ENSG00000267426,0.0
MFSD12-AS1,0.0
ENSG00000267437,0.0
ENSG00000267439,0.0
LINC02594,0.0
ENSG00000267443,0.0
ENSG00000267446,0.002646905
ENSG00000267448,0.0
LINC02073,0.0
CLEC4OP,0.0
ENSG00000267455,0.0
ENSG00000267457,0.0
ENSG00000267461,0.0
ENSG00000267462,0.0
LINC03103,0.0
ENSG00000267466,0.0
APOC4,0.0
ENSG00000267469,0.01609503
ZNF571-AS1,0.0061560115
ENSG00000267476,0.0
ENSG00000267477,0.0
LINC02979,0.0
ENSG00000267484,0.005105258
LINC01837,0.0
ENSG00000267491,0.0
CIRBP-AS1,0.0
FAM215A,0.0
UQCRFS1-DT,0.004753551
ENSG00000267501,0.0
ENSG00000267503,0.0
ENSG00000267505,0.0
ENSG00000267506,0.0
ZNF285,0.0070229624
ENSG00000267509,0.0
ENSG00000267510,0.002841295
ENSG00000267512,0.0
LINC01864,0.0
ENSG00000267523,0.0
LINC01836,0.0041264794
LINC00868,0.0
ENSG00000267546,0.0
ENSG00000267547,0.0
ZSCAN5A-AS1,0.0010734627
PTPRS-AS1,0.0
GNA15-DT,0.0
ENSG00000267552,0.0
ENSG00000267555,0.0
ENSG00000267557,0.0
ENSG00000267559,0.0
ENSG00000267560,0.0
ENSG00000267561,0.0
ENSG00000267563,0.0
ENSG00000267564,0.0
ENSG00000267565,0.0
ENSG00000267567,0.0
ENSG00000267574,0.0
DNAAF3-AS1,0.0
ENSG00000267579,0.0
ENSG00000267580,0.0
ENSG00000267582,0.0
ZNF24TR,0.0
LINC00907,0.0
LINC01926,0.0
ENSG00000267598,0.0027518072
LINC02959,0.0
ENSG00000267601,0.0
LINC01028,0.0
ENSG00000267604,0.0
ENSG00000267605,0.004628198
ENSG00000267606,0.0
ICAM4-AS1,0.0019736155
ENSG00000267610,0.0
ENSG00000267612,0.0
ENSG00000267614,0.0
ENSG00000267615,0.0
ENSG00000267617,0.0
ENSG00000267618,0.0
ENSG00000267625,0.0
HAUS5-DT,0.0
ENSG00000267627,0.0
ENSG00000267628,0.0
CGB1,0.0
ENSG00000267633,0.0024158417
ENSG00000267638,0.0
ENSG00000267640,0.015480784
ASXL3-DT,0.0
ENSG00000267644,0.0
POLR2J2-UPK3BL1,0.0
ENSG00000267646,0.0
ENSG00000267649,0.0
ENSG00000267650,0.0
ENSG00000267651,0.0
RAB5C-AS1,0.0
LINC01482,0.0
